Linguagem,Projeto,Numero de Tokens de Codigo Fonte (Excluindo Tokens de Comentario),Numero de Tokens apenas dos Comentarios,Numero Total de Tokens do Projeto,NTCF/NTTP (%),NTC/NTTP (%),Numero de Caracteres de Codigo Fonte (Excluindo Caracteres de Comentario),Numero de Caracteres apenas dos Comentarios,Numero Total de Carateres do Projeto,NCCF/NTCP (%),NCC/NTCP (%)
PHP,swiftmailer | swiftmailer,163058,49388,212446,76.75,23.25,728000,187791,915791,79.49,20.51
PHP,Sylius | Sylius,601408,180968,782376,76.87,23.13,3283320,661742,3945062,83.23,16.77
PHP,symfony | console,107276,27373,134649,79.67,20.33,515173,111047,626220,82.27,17.73
PHP,symfony | css-selector,22246,8097,30343,73.32,26.68,98876,33449,132325,74.72,25.28
PHP,symfony | debug,22448,4787,27235,82.42,17.58,111489,19310,130799,85.24,14.76
PHP,symfony | event-dispatcher,13765,3408,17173,80.15,19.85,63142,13454,76596,82.44,17.56
PHP,symfony | finder,20222,6770,26992,74.92,25.08,87445,26496,113941,76.75,23.25
PHP,symfony | http-foundation,101442,33168,134610,75.36,24.64,461099,132448,593547,77.69,22.31
PHP,symfony | http-kernel,118784,32156,150940,78.70,21.30,551791,132443,684234,80.64,19.36
PHP,symfony | polyfill-mbstring,14077,643,14720,95.63,4.37,51396,3066,54462,94.37,5.63
PHP,symfony | process,17960,7124,25084,71.60,28.40,75235,30213,105448,71.35,28.65
PHP,symfony | routing,154916,20168,175084,88.48,11.52,633601,82804,716405,88.44,11.56
PHP,symfony | symfony,2285332,620150,2905482,78.66,21.34,10803719,2575318,13379037,80.75,19.25
PHP,symfony | thanks,1971,277,2248,87.68,12.32,8869,1086,9955,89.09,10.91
PHP,symfony | translation,44516,15262,59778,74.47,25.53,207039,62955,269994,76.68,23.32
PHP,symfony | var-dumper,42884,8125,51009,84.07,15.93,204730,32086,236816,86.45,13.55
PHP,tennc | webshell,1175436,68611,1244047,94.48,5.52,8059334,251783,8311117,96.97,3.03
PHP,the-control-group | voyager,167757,11863,179620,93.40,6.60,1151152,43481,1194633,96.36,3.64
PHP,thephpleague | flysystem,37022,10297,47319,78.24,21.76,163793,37675,201468,81.30,18.70
PHP,thephpleague | oauth2-server,40402,8929,49331,81.90,18.10,220838,42413,263251,83.89,16.11
PHP,theseer | tokenizer,2220,317,2537,87.50,12.50,9339,1127,10466,89.23,10.77
PHP,ThinkUpLLC | ThinkUp,975535,357491,1333026,73.18,26.82,4616312,1431840,6048152,76.33,23.67
PHP,tijsverkoyen | CssToInlineStyles,3400,865,4265,79.72,20.28,16690,3372,20062,83.19,16.81
PHP,timber | timber,110260,29517,139777,78.88,21.12,483768,104341,588109,82.26,17.74
PHP,top-think | think,793,5515,6308,12.57,87.43,4506,15232,19738,22.83,77.17
PHP,twigphp | Twig,105894,30997,136891,77.36,22.64,485211,123829,609040,79.67,20.33
PHP,tymondesigns | jwt-auth,34095,16637,50732,67.21,32.79,145062,62724,207786,69.81,30.19
PHP,typecho | typecho,129774,46960,176734,73.43,26.57,531609,193860,725469,73.28,26.72
PHP,vlucas | phpdotenv,8743,4003,12746,68.59,31.41,36843,17247,54090,68.11,31.89
PHP,vrana | adminer,146385,18216,164601,88.93,11.07,856195,73150,929345,92.13,7.87
